lat,lon,ano,mes,dias_sem_chuva_med,tipo_cobertura,is_galeria_or_water,fogo,log1p_dias,estacao_seca
-12.95017,-47.94359,2025,10,0.0,2,0,1,0.0,1
-14.00301,-45.00747,2025,10,12.0,2,0,1,2.5649493574615367,1
-14.910133860847926,-55.73683006914801,2025,10,8.0,0,1,0,2.1972245773362196,1
-11.6223,-48.473801,2026,6,32.0,3,0,1,3.4965075614664802,1
-20.973184742395006,-55.261841172930666,2025,12,6.760325533890155,2,0,0,2.049024283558817,0
-21.079572032132802,-59.780753445919835,2026,5,9.953633288780233,2,0,0,2.3936712084212184,1
-4.38569,-43.31828,2025,10,10.0,3,0,1,2.3978952727983707,1
-18.49494,-54.09471,2026,6,3.0,2,0,1,1.3862943611198906,1
-2.0054278309326996,-58.951152509233715,2025,10,15.77099187633611,3,0,0,2.8196507199618064,1
-22.070531876433407,-58.68886652324122,2025,9,51.0,1,1,0,3.9512437185814275,1
-13.95544,-45.20785,2026,7,46.0,3,0,1,3.8501476017100584,1
-19.64559,-45.04104,2025,9,32.0,2,0,1,3.4965075614664802,1
-5.77295,-45.3163,2025,9,20.0,3,0,1,3.044522437723423,1
-19.8171651050899,-54.06125312413242,2026,3,10.952481342991689,2,0,0,2.4809389005875317,0
-7.441170986879815,-54.43754576300663,2025,11,3.0,1,1,0,1.3862943611198906,0
-7.95081482756402,-41.1993637395023,2025,9,3.7878076072355373,2,0,0,1.5660726046067635,1
-10.351482519012407,-44.497756474037935,2025,11,1.0,2,0,0,0.6931471805599453,0
-15.409923525652056,-50.37504109568048,2025,12,0.0,2,0,0,0.0,0
-21.13979397119767,-56.65330770658321,2026,1,6.0,1,1,0,1.9459101490553132,0
-5.536083499007528,-47.803627581445355,2026,6,9.59047616378538,2,0,0,2.359955122132739,1
-13.23641074451011,-49.662255978459356,2025,11,7.0,3,0,0,2.0794415416798357,0
-13.77485,-48.00918,2025,10,7.0,3,0,1,2.0794415416798357,1
-8.59676,-48.00611,2026,7,20.0,3,0,1,3.044522437723423,1
-13.03337,-48.03071,2025,9,43.0,2,0,1,3.784189633918261,1
-18.29304,-47.8635,2026,7,8.0,2,0,1,2.1972245773362196,1
-12.8444,-45.8932,2026,3,4.0,3,0,1,1.6094379124341003,0
-10.3257,-46.8941,2026,6,43.0,2,0,1,3.784189633918261,1
-8.6679,-43.90824,2025,11,7.0,3,0,1,2.0794415416798357,0
-9.63768,-46.07789,2026,6,30.0,2,0,1,3.4339872044851463,1
-16.97192176766707,-42.16724813647937,2025,11,8.338193891689402,2,0,0,2.234112860060897,0
-8.99388,-45.73798,2026,6,50.0,3,0,1,3.9318256327243257,1
-5.45865,-43.41702,2025,10,9.0,3,0,1,2.302585092994046,1
-5.399334431742236,-47.002938299737,2025,10,14.0,1,1,0,2.70805020110221,1
-3.6519180634248407,-43.074964967342105,2026,4,1.0,1,1,0,0.6931471805599453,0
-13.18394,-46.44444,2025,10,3.0,3,0,1,1.3862943611198906,1
-6.205473858437319,-51.91767693901019,2025,11,8.0,1,1,0,2.1972245773362196,0
-22.146933922291176,-45.844156648251584,2026,5,10.0,1,1,0,2.3978952727983707,1
-18.157616917202326,-46.862986579114065,2026,2,1.0,1,1,0,0.6931471805599453,0
-5.51299,-44.73589,2026,6,4.0,3,0,1,1.6094379124341003,1
-11.080595896479657,-42.651939435298345,2025,10,12.0,0,1,0,2.5649493574615367,1
-14.2891,-54.6893,2026,6,3.0,2,0,1,1.3862943611198906,1
-12.252578780138789,-49.03277538026032,2025,9,13.03591806336766,2,0,0,2.6416196200983197,1
-7.475446757464123,-56.757328317248145,2025,10,9.0,1,1,0,2.302585092994046,1
-21.640224637257205,-47.944140271255755,2025,9,27.0,1,1,0,3.332204510175204,1
-5.90632,-45.8119,2025,9,28.0,2,0,1,3.367295829986474,1
-18.34772222575843,-44.13047088107754,2026,5,3.2911968220431795,2,0,0,1.4565656735296264,1
-13.4785,-47.70372,2025,10,1.0,3,0,1,0.6931471805599453,1
-20.28956344649867,-45.40470078474231,2025,10,31.0,1,1,0,3.4657359027997265,1
-6.48553,-43.28647,2025,9,27.0,2,0,1,3.332204510175204,1
-22.613530928031793,-47.7774392793588,2026,7,0.0,1,1,0,0.0,1
-19.768729557698446,-58.13129230207068,2026,5,1.4266185400067233,3,0,0,0.8864987409290082,1
-4.11204267427744,-54.159273613242476,2025,10,13.0,1,1,0,2.6390573296152584,1
-11.18229268838937,-53.42015564417908,2026,4,11.831717955706319,3,0,0,2.551920071121559,0
-11.82274,-47.34048,2026,5,11.0,3,0,1,2.4849066497880004,1
-3.4377442933369693,-47.70379246358476,2026,7,39.0,2,0,0,3.6888794541139363,1
-15.327158145994208,-44.800449982048974,2026,7,37.0,2,0,0,3.6375861597263857,1
-13.43825,-43.85099,2026,7,55.0,2,0,1,4.02535169073515,1
-11.51271,-43.62487,2025,9,92.0,2,0,1,4.532599493153256,1
-20.01223202014087,-41.58214616001719,2026,7,5.4810522907771055,2,0,0,1.8688828877322874,1
-3.6782583864664353,-41.4913839881674,2025,9,8.899376323752081,2,0,0,2.292471757555312,1
-17.66138,-51.81676,2026,6,16.0,3,0,1,2.833213344056216,1
-22.88100463061081,-52.608574632358525,2025,9,11.541558514648875,3,0,0,2.529047810947047,1
-15.037226970814796,-49.92552393268015,2026,7,11.0,1,1,0,2.4849066497880004,1
-8.117132302929031,-56.31134628168342,2026,6,0.3851101542548534,2,0,0,0.3257796702346771,1
-5.9152,-45.43034,2025,10,4.0,3,0,1,1.6094379124341003,1
-14.30697,-53.35151,2026,7,15.0,3,0,1,2.772588722239781,1
-9.752996508550444,-43.31923697869884,2026,7,3.0,0,1,0,1.3862943611198906,1
-14.55507029277388,-59.97283070418378,2026,4,12.0,1,1,0,2.5649493574615367,0
-8.636616234636708,-44.39180028780899,2026,5,30.0,3,0,0,3.4339872044851463,1
-13.791542039650682,-46.364119480776324,2026,5,12.96996249632906,3,0,0,2.6369094886789433,1
-12.2915,-44.617,2026,5,14.0,1,1,1,2.70805020110221,1
-15.942592580644181,-48.93440732860468,2025,11,4.0,0,1,0,1.6094379124341003,0
-5.028929905793785,-54.31023358932517,2025,9,104.0,2,0,0,4.653960350157523,1
-9.52978,-46.26966,2026,5,12.0,3,0,1,2.5649493574615367,1
-15.860721712168004,-42.310290903211126,2026,7,8.082630454641263,2,0,0,2.206363848306657,1
-6.137707351475264,-49.03897056300155,2025,9,103.0,1,1,0,4.6443908991413725,1
-22.780407402701577,-59.4378896106151,2026,6,33.0,3,0,0,3.5263605246161616,1
-12.563410380027788,-55.01314560923633,2026,7,64.0,1,1,0,4.174387269895637,1
-2.465515698098187,-45.88875230758798,2025,10,8.0,1,1,0,2.1972245773362196,1
-19.657003339774995,-45.626193882191174,2026,6,5.0,3,0,0,1.791759469228055,1
-10.58695,-50.27889,2026,7,69.0,3,0,1,4.248495242049359,1
-5.06903,-43.66946,2025,12,4.0,3,0,1,1.6094379124341003,0
-20.65846361456013,-53.0062826693736,2026,7,49.0,1,1,0,3.912023005428146,1
-17.3823,-42.698,2026,5,5.0,2,0,1,1.791759469228055,1
-13.37915,-45.29729,2026,4,7.0,3,0,1,2.0794415416798357,0
-17.71929509900936,-52.95717825087701,2026,1,12.18024877649906,2,0,0,2.5787194041996435,0
-12.666526544427049,-59.78979690706276,2026,6,27.0,0,1,0,3.332204510175204,1
-4.424136722903199,-44.047657864101254,2026,3,14.377386940332418,2,0,0,2.7328980497945365,0
-23.10115,-48.75073,2026,7,5.0,2,0,1,1.791759469228055,1
-6.57591,-47.77393,2026,2,1.0,2,0,1,0.6931471805599453,0
-18.8325,-51.5878,2026,1,0.0,3,0,1,0.0,0
-23.67573795159903,-52.57632443684823,2026,7,44.0,1,1,0,3.8066624897703196,1
-2.390217880475589,-54.95213289688495,2025,9,73.0,1,1,0,4.30406509320417,1
-5.8265,-43.5872,2026,7,23.0,3,0,1,3.1780538303479458,1
-20.99023898208317,-55.54224017501303,2026,6,32.0,0,1,0,3.4965075614664802,1
-12.593438197287005,-56.723426403930674,2026,7,37.0,1,1,0,3.6375861597263857,1
-9.920778236960354,-50.08371341858052,2026,7,71.0,1,1,0,4.276666119016055,1
-20.8921,-52.3522,2025,11,4.0,3,0,1,1.6094379124341003,0
-20.164903106515144,-45.36358741027191,2025,9,35.0,1,1,0,3.58351893845611,1
-7.6734,-46.346,2025,10,5.0,3,0,1,1.791759469228055,1
-9.26408,-46.43768,2026,7,49.0,3,0,1,3.912023005428146,1
-6.7613379121152875,-59.44006787518592,2025,9,1.4632132921836423,3,0,0,0.9014667139206909,1
-10.242021730484769,-56.9795718361394,2026,7,5.690379242354453,2,0,0,1.9006705604787955,1
-10.726880161953668,-46.89364931622708,2025,9,27.0,0,1,0,3.332204510175204,1
-22.694446335291254,-43.19419373759828,2026,2,11.742170058087122,2,0,0,2.544916969868548,0
-5.098712514349209,-57.41596986822043,2025,9,3.0,1,1,0,1.3862943611198906,1
-9.90035,-47.48366,2026,6,39.0,2,0,1,3.6888794541139363,1
-11.98672,-51.1529,2025,9,79.0,2,0,1,4.382026634673881,1
-8.974503084672795,-44.248738169194354,2026,5,8.0,2,0,0,2.1972245773362196,1
-15.33246,-47.33378,2025,10,9.0,2,0,1,2.302585092994046,1
-13.72576,-51.93402,2026,6,12.0,3,0,1,2.5649493574615367,1
-8.945228854870319,-58.04242859654308,2025,12,6.0,1,1,0,1.9459101490553132,0
-13.27627,-45.16539,2026,7,45.0,3,0,1,3.828641396489095,1
-16.64228,-44.40885,2025,11,8.0,3,0,1,2.1972245773362196,0
-14.41243320514916,-45.13876359085804,2026,4,10.239033754000667,2,0,0,2.4193928758237875,0
-7.787114528812463,-55.00280635341345,2025,9,9.817843178741214,2,0,0,2.381196917017782,1
-13.677118272685272,-47.6318743191532,2026,6,14.221330366836474,2,0,0,2.722697757735561,1
-9.847981545779053,-54.8244946211257,2026,5,5.0,1,1,0,1.791759469228055,1
-12.6606,-48.6352,2025,10,2.0,2,0,1,1.0986122886681098,1
-8.013237366485328,-57.72991642392906,2026,1,0.0,1,1,0,0.0,0
-13.50436,-46.71349,2026,2,4.0,3,0,1,1.6094379124341003,0
-14.51298866569689,-43.5667507732968,2026,6,12.983739848870071,2,0,0,2.637895215255441,1
-3.5516155063738317,-51.48871224803723,2026,7,13.0,1,1,0,2.6390573296152584,1
-14.58835,-51.3358,2026,1,0.0,3,0,1,0.0,0
-9.3045,-45.4809,2026,5,28.0,3,0,1,3.367295829986474,1
-14.78999,-48.17731,2025,9,39.0,3,0,1,3.6888794541139363,1
-23.72092244678982,-52.14933399282817,2025,9,0.0,1,1,0,0.0,1
-10.55868,-44.31473,2026,1,4.0,2,0,1,1.6094379124341003,0
-15.069381755830975,-41.090290067182316,2026,6,15.42472995507983,2,0,0,2.798788123144488,1
-4.495,-44.0241,2025,9,16.0,2,0,1,2.833213344056216,1
-12.1582,-46.6772,2026,5,10.0,3,0,1,2.3978952727983707,1
-16.34673760768487,-43.11527208512243,2025,9,33.0,1,1,0,3.5263605246161616,1
-18.4995,-54.1075,2026,6,2.0,3,0,1,1.0986122886681098,1
-12.133424999196249,-45.691247808867416,2025,10,1.4746760569624566,2,0,0,0.9061095013785486,1
-13.54173028149175,-41.29194461961856,2026,1,10.028009703672144,2,0,0,2.4004383730733996,0
-18.168806587934185,-58.53394335413479,2025,11,36.0,1,1,0,3.6109179126442243,0
-21.5179514523583,-42.41731613424615,2025,10,13.80956912408483,2,0,0,2.6952735342767937,1
-13.73374981484324,-46.4575253580798,2025,9,4.953437300646453,3,0,0,1.7839687503421642,1
-18.552741733755045,-52.55177714891248,2026,4,4.0,0,1,0,1.6094379124341003,0
-8.57605,-43.98853,2025,9,38.0,2,0,1,3.6635616461296463,1
-15.079515582630753,-48.633039777138784,2026,6,40.0,1,1,0,3.713572066704308,1
-5.2599,-44.1598,2025,10,5.0,3,0,1,1.791759469228055,1
-8.567960655404766,-56.17458250239693,2026,3,2.0,0,1,0,1.0986122886681098,0
-12.233566211645861,-46.94923734115113,2026,6,31.0,0,1,0,3.4657359027997265,1
-19.72097633021817,-48.24973520115987,2026,1,1.0,2,0,0,0.6931471805599453,0
-17.427573585350356,-44.36784084914521,2025,9,15.412574010360387,2,0,0,2.7980477490085653,1
-21.0113161051149,-45.94786234768943,2026,1,1.146153135289044,3,0,0,0.7636770001384011,0
-19.31358870911717,-50.516142556497726,2026,5,23.0,1,1,0,3.1780538303479458,1
-2.080899664487017,-42.43019450101534,2026,5,14.191330469851307,2,0,0,2.7207249013073365,1
-12.373515124139699,-55.86929734494091,2026,6,7.0,0,1,0,2.0794415416798357,1
-16.597446943703428,-54.02572150096252,2026,6,5.203884291799291,2,0,0,1.825175594559983,1
-9.48716,-45.64333,2026,7,38.0,2,0,1,3.6635616461296463,1
-19.675053339298483,-50.069373162374646,2025,10,9.0,1,1,0,2.302585092994046,1
-7.90056,-45.28821,2025,9,22.0,3,0,1,3.1354942159291497,1
-12.552847510103996,-42.79442732380227,2025,10,13.875739084638603,3,0,0,2.6997316365596262,1
-18.0617,-46.3562,2026,5,15.0,3,0,1,2.772588722239781,1
-15.87053,-42.48985,2026,4,17.0,2,0,1,2.8903717578961645,0
-11.20471,-48.4031,2025,9,46.0,3,0,1,3.8501476017100584,1
-9.3423,-45.4765,2026,6,56.0,2,0,1,4.04305126783455,1
-6.38915,-44.17434,2026,5,7.0,3,0,1,2.0794415416798357,1
-14.1717,-46.1815,2025,9,98.0,2,0,1,4.59511985013459,1
-11.58561,-47.44993,2026,6,21.0,2,0,1,3.091042453358316,1
-18.599487650892268,-58.0220332199761,2026,3,11.43012521859492,2,0,0,2.52012297937332,0
-8.532352580052434,-58.03085036434376,2026,6,28.0,1,1,0,3.367295829986474,1
-18.914598588413853,-59.04959420411072,2025,9,12.638429147527063,2,0,0,2.6128914806459904,1
-12.223224189107148,-46.55046265908833,2026,6,20.0,2,0,0,3.044522437723423,1
-19.829723356720006,-47.08841513896023,2025,11,5.0,1,1,0,1.791759469228055,0
-11.1116,-50.07221,2026,7,62.0,3,0,1,4.143134726391533,1
-15.03322,-50.04611,2025,9,29.0,3,0,1,3.4011973816621555,1
-6.20766,-44.53894,2025,9,27.0,2,0,1,3.332204510175204,1
-22.54472097641955,-45.28774056119184,2026,1,0.0,1,1,0,0.0,0
-2.224674020811726,-55.90681034724692,2025,10,4.181072562367252,2,0,0,1.645012093209822,1
-5.219955384533957,-48.639842308064196,2025,10,8.768613813510648,2,0,0,2.2791745740550944,1
-18.12144,-44.05875,2026,6,15.0,3,0,1,2.772588722239781,1
-4.799458202385665,-44.651936247326084,2026,2,3.0,0,1,0,1.3862943611198906,0
-3.7228458325406883,-52.12719074347197,2025,12,11.180873549805558,3,0,0,2.49986697972687,0
-15.008882158220331,-42.97415033691479,2025,10,10.0,0,1,0,2.3978952727983707,1
-3.3883373416510594,-44.655671295179225,2025,9,6.432759159866206,3,0,0,2.0058971437472377,1
-8.321582226074009,-43.33112746762744,2025,9,14.265422662427182,2,0,0,2.7255903141380946,1
-4.27603,-43.99271,2025,12,2.0,3,0,1,1.0986122886681098,0
-5.8978,-43.9754,2025,11,5.0,3,0,1,1.791759469228055,0
-16.148830196382562,-53.62899936803168,2025,12,2.0,1,1,0,1.0986122886681098,0
-11.09682,-47.75415,2025,10,10.0,2,0,1,2.3978952727983707,1
-12.3561,-47.413,2026,7,53.0,2,0,1,3.9889840465642745,1
-3.530824052341945,-45.448045369047044,2025,9,5.0,1,1,0,1.791759469228055,1
-21.70587,-56.32046,2026,3,3.0,3,0,1,1.3862943611198906,0
-10.70604,-46.07271,2025,9,120.0,3,0,1,4.795790545596741,1
-5.09687,-43.23244,2026,1,0.0,3,0,1,0.0,0
-16.41622,-54.91215,2026,5,10.0,3,0,1,2.3978952727983707,1
-11.7388,-59.3034,2025,11,0.0,3,0,1,0.0,0
-21.08596,-45.62234,2025,10,3.0,3,0,1,1.3862943611198906,1
-20.28374006905755,-43.25117701755592,2026,6,38.0,1,1,0,3.6635616461296463,1
-10.7939,-49.9064,2026,5,13.0,2,0,1,2.6390573296152584,1
-14.5596,-48.47035,2025,9,5.0,3,0,1,1.791759469228055,1
-12.851855273098657,-56.748346454153236,2026,5,27.0,1,1,0,3.332204510175204,1
-12.27699,-43.54578,2025,12,3.0,2,0,1,1.3862943611198906,0
-11.150782464335276,-50.20048505418964,2025,11,4.0,1,1,0,1.6094379124341003,0
-17.665935456124718,-52.940571432103766,2026,5,11.0,1,1,0,2.4849066497880004,1
-4.664718767518632,-58.712832082065226,2025,10,12.383814001552947,2,0,0,2.5940460665133123,1
-16.40116173688115,-59.89514535416666,2026,6,49.0,2,0,0,3.912023005428146,1
-18.42874090206423,-45.5046873036826,2026,2,2.0,0,1,0,1.0986122886681098,0
-15.137875636873057,-46.46415182639143,2026,6,8.0,1,1,0,2.1972245773362196,1
-15.651861470789196,-43.6675740569038,2025,9,38.0,2,0,0,3.6635616461296463,1
-12.915686491769732,-58.51159607581636,2026,4,2.0,1,1,0,1.0986122886681098,0
-6.195336460484338,-57.25079076425869,2025,9,59.0,3,0,0,4.0943445622221,1
-14.574814505444229,-52.12516993538999,2026,3,0.0,1,1,0,0.0,0
-7.775562350173267,-44.043492644696016,2025,9,36.0,0,1,0,3.6109179126442243,1
-6.691722779952347,-56.569839106503096,2026,7,5.0,0,1,0,1.791759469228055,1
-6.22252,-47.47133,2026,6,13.0,3,0,1,2.6390573296152584,1
-6.0024,-44.98191,2025,9,20.0,2,0,1,3.044522437723423,1
-7.615222577613704,-54.674863487374964,2025,11,0.0,2,0,0,0.0,0
-19.062988264511887,-49.65359365070937,2026,1,0.0,3,0,0,0.0,0
-10.6793,-49.9832,2026,7,54.0,2,0,1,4.007333185232471,1
-9.15744,-47.48017,2026,6,39.0,2,0,1,3.6888794541139363,1
-19.28740588342128,-46.544538128793874,2025,11,6.0,1,1,0,1.9459101490553132,0
-13.38218,-45.33593,2026,4,4.0,3,0,1,1.6094379124341003,0
-16.8365157068969,-51.12377364196468,2025,11,2.0,1,1,0,1.0986122886681098,0
-13.18177,-43.39945,2026,6,37.0,3,0,1,3.6375861597263857,1
-12.07033,-48.42562,2026,6,16.0,3,0,1,2.833213344056216,1
-14.210201682698457,-56.230104432901776,2025,9,120.0,0,1,0,4.795790545596741,1
-8.04463,-47.77176,2026,5,7.0,3,0,1,2.0794415416798357,1
-19.051285457605015,-56.526377556707004,2025,9,12.468447311594886,3,0,0,2.6003497136664246,1
-6.9536215608044465,-48.264721573461884,2025,9,3.0,1,1,0,1.3862943611198906,1
-14.60068,-46.65477,2025,11,0.0,2,0,1,0.0,0
-11.82109570839852,-49.97593723608877,2025,10,3.5292108013528836,2,0,0,1.510547708280675,1
-19.517404743228077,-50.97608725348488,2025,9,18.0,3,0,0,2.9444389791664403,1
-22.785768466280523,-54.540122611177225,2026,1,15.660187520113702,3,0,0,2.8130218923844574,0
-11.1567,-49.7154,2026,5,4.0,3,0,1,1.6094379124341003,1
-4.557672825028824,-52.912037102404035,2026,6,10.326925877221582,3,0,0,2.427182712295124,1
-21.128530541197502,-43.60528988022137,2026,2,0.0,1,1,0,0.0,0
-21.17862,-56.48988,2026,2,0.0,2,0,1,0.0,0
-8.91886,-45.77939,2025,9,36.0,2,0,1,3.6109179126442243,1
-11.77818,-43.76566,2025,9,40.0,3,0,1,3.713572066704308,1
-10.91236,-46.43225,2026,6,32.0,3,0,1,3.4965075614664802,1
-6.757321451486529,-59.746088632702175,2026,4,4.0,1,1,0,1.6094379124341003,0
-17.55864499143257,-53.11603613493605,2025,9,8.638686371011387,3,0,0,2.265784830769766,1
-14.913527078272553,-56.91249086996898,2025,9,10.063078439788425,2,0,0,2.4036132973095166,1
-8.990284539037068,-47.11101538466664,2026,7,13.0,1,1,0,2.6390573296152584,1
-19.099164533810224,-45.24473974968387,2026,1,13.421953623434295,2,0,0,2.6687516028074043,0
-4.34187,-44.32322,2025,11,0.0,3,0,1,0.0,0
-23.98555652789562,-44.889445479307966,2025,9,11.0,2,0,0,2.4849066497880004,1
-8.49092,-47.33308,2025,9,30.0,2,0,1,3.4339872044851463,1
-8.600112734154415,-44.22552104169098,2026,7,39.0,2,0,0,3.6888794541139363,1
-13.43025,-43.50294,2026,6,22.0,3,0,1,3.1354942159291497,1
-14.70619479985101,-56.815207072596245,2025,9,16.0,1,1,0,2.833213344056216,1
-4.59754,-43.77335,2025,9,5.0,3,0,1,1.791759469228055,1
-2.4544770760147436,-45.38910551164324,2025,12,1.6149621748314171,3,0,0,0.9612496327206529,0
-13.33388,-48.08866,2025,10,10.0,2,0,1,2.3978952727983707,1
-14.5642,-46.99296,2025,10,12.0,2,0,1,2.5649493574615367,1
-22.698415709433373,-41.55783760072589,2026,7,22.0,1,1,0,3.1354942159291497,1
-11.3528,-43.24278,2025,10,8.0,1,1,1,2.1972245773362196,1
-10.778229933447419,-49.455646564281516,2026,7,45.0,0,1,0,3.828641396489095,1
-11.63688,-59.0219,2026,7,7.0,3,0,1,2.0794415416798357,1
-7.861806785652096,-42.3218154713567,2026,1,1.0,1,1,0,0.6931471805599453,0
-5.53129,-43.18082,2025,10,2.0,3,0,1,1.0986122886681098,1
-4.366693651289612,-48.07859539698275,2025,10,1.0,1,1,0,0.6931471805599453,1
-7.312904107058394,-47.1032600569619,2026,5,11.0,1,1,0,2.4849066497880004,1
-23.532442222747616,-52.9372031753366,2026,6,4.999173523283115,2,0,0,1.7916217136207062,1
-6.147153622346693,-46.87444877796375,2026,5,15.277155264597653,2,0,0,2.789762607259096,1
-16.293643493474733,-56.74166961334353,2025,9,2.0,1,1,0,1.0986122886681098,1
-18.082095372214184,-44.095712296264814,2025,10,7.0,1,1,0,2.0794415416798357,1
-6.499190247452358,-44.430590790546276,2026,7,11.0,1,1,0,2.4849066497880004,1
-2.717858853629174,-48.17785803042945,2025,9,20.0,2,0,0,3.044522437723423,1
-4.296048461197099,-42.01249929700646,2026,2,1.289376128872732,3,0,0,0.8282793476429225,0
-12.5611,-46.6642,2026,5,12.0,2,0,1,2.5649493574615367,1
-10.3257,-46.8941,2026,6,43.0,2,0,1,3.784189633918261,1
-12.7562,-44.4724,2026,6,32.0,3,0,1,3.4965075614664802,1
-11.14094,-48.38761,2025,9,52.0,2,0,1,3.970291913552122,1
-20.96774899409736,-49.40090184548058,2026,1,4.065697695499823,2,0,0,1.6224918765853509,0
-11.1539,-49.9096,2026,7,91.0,3,0,1,4.5217885770490405,1
-21.093504284495364,-47.73364878228923,2025,9,84.0,1,1,0,4.442651256490317,1
-17.947566493606182,-44.923816266141316,2025,9,7.375149881287623,3,0,0,2.125268973824143,1
-12.50118,-43.66213,2026,3,4.0,3,0,1,1.6094379124341003,0
-6.954707634625194,-46.038311981400554,2025,9,14.814247486865197,3,0,0,2.7609112733849597,1
-9.98936,-43.61752,2025,9,59.0,2,0,1,4.0943445622221,1
-12.54881,-45.023,2026,6,27.0,2,0,1,3.332204510175204,1
-10.34683,-49.89461,2026,5,28.0,3,0,1,3.367295829986474,1
-15.33814965197648,-53.86853178518142,2026,7,4.0,1,1,0,1.6094379124341003,1
-13.085950567774013,-56.54441786330036,2026,3,1.0,1,1,0,0.6931471805599453,0
-19.375431989231785,-58.74018160999731,2025,9,119.0,0,1,0,4.787491742782046,1
-10.533773220595924,-54.48977945663715,2026,6,12.55817884725511,2,0,0,2.6069899701929833,1
-19.807518929921955,-42.5677235167567,2025,9,5.0,1,1,0,1.791759469228055,1
-6.372422585759267,-42.50701029872761,2025,9,53.0,1,1,0,3.9889840465642745,1
-16.09286,-55.42726,2026,1,2.0,2,0,1,1.0986122886681098,0
-11.33902,-51.3767,2026,6,25.0,2,0,1,3.258096538021482,1
-2.505785570858066,-44.80881831913983,2025,11,11.196638709046969,2,0,0,2.501160398125913,0
-9.9664,-46.8469,2026,7,10.0,3,0,1,2.3978952727983707,1
-6.73854,-45.00494,2026,7,55.0,3,0,1,4.02535169073515,1
